"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa01250","Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","21/3484","37/9564",0.567567567567568,1.55804139386229,2.57438535193812,0.00918267565127379,0.0235643661933423,0.0108742211659821,"GFPT1/GFUS/GALE/GPI/PMM2/HK3/GMDS/PMM1/UAP1/UGDH/GMPPA/PGM3/GALT/GMPPB/TGDS/PGM1/MPI/NANS/CMAS/FPGT/HKDC1",21
"hsa04670","Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","55/3484","116/9564",0.474137931034483,1.30156577853438,2.47357720637676,0.00949110520736392,0.0241780709297081,0.0111574267900629,"CDH5/JAM2/PECAM1/CLDN5/CLDN18/PIK3R1/RAPGEF3/JAM3/MYL9/CLDN4/CLDN3/MMP9/CXCL12/RAPGEF4/ITGAL/MAPK13/CLDN7/PRKCB/NCF2/GNAI2/VCL/ROCK2/THY1/MSN/PXN/CLDN10/PRKCA/GNAI3/RHOA/PIK3R3/VCAM1/CLDN1/ITGA4/ICAM1/PLCG2/PTK2B/ROCK1/NCF1/ACTG1/MAPK14/CTNNA1/CTNND1/MAPK11/CLDN6/ITGAM/MYL12A/NCF4/MYL12B/ITK/PIK3CD/CYBB/ACTB/MAPK12/ACTN4/PIK3R2",55
"hsa03460","Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","29/3484","55/9564",0.527272727272727,1.44742719966601,2.51895648048167,0.0096743442225245,0.0244662763308772,0.0112904246075229,"RPA3/FANCI/REV3L/CENPX/RAD51C/PMS2/FANCG/FANCF/BRCA1/RMI1/FANCA/RAD51/PALB2/BRCA2/FANCL/CENPS/WDR48/SLX1B/SLX1A/RPA2/RPA4/ATR/BRIP1/TELO2/BLM/FAAP100/TOP3B/ERCC1/USP1",29
"hsa04921","Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","71/3484","155/9564",0.458064516129032,1.25744231695122,2.44601103285334,0.00977313366419457,0.0245382996316828,0.0113236611179233,"NPR1/GNAQ/CACNA2D2/CALM1/CALM2/RCAN1/MYLK/MYL9/ADCY9/PLA2G4C/NFATC1/PLCB4/RYR2/JMJD7-PLA2G4B/ITPR1/PPP3CB/PPP1R12B/NPR2/PPP3CC/PRKCB/NRAS/ADCY3/GNAI2/NFATC3/GUCY1B1/GUCY1A1/ROCK2/MEF2C/JUN/MAP2K5/MYL6B/PLA2G4A/CACNA1D/PPP1CB/CACNB3/CAMKK2/PRKCA/RGS2/GNAI3/PRKACA/FOS/RHOA/PLA2G4B/PPP1R12A/CAMK2G/PLCB2/CD38/PRKAA1/ELK1/PPP1CA/ROCK1/GNAS/ACTG1/CAMK1/MYL6/MAP2K2/CDKN1A/MAPK3/CACNB2/TRPM2/PRKACB/PRKAG1/KRAS/ACTB/EGFR/ADCY7/PPP3R1/MAPK7/MAPK1/SRC/CCND1",71
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","20/3484","35/9564",0.571428571428571,1.56864031490897,2.5511286893822,0.00988897269046395,0.0246517962069423,0.0113760362529397,"GFUS/TPI1/PFKP/SORD/ALDOA/PMM2/HK3/FBP1/GMDS/PMM1/GMPPA/GMPPB/PFKFB2/ALDOB/ALDOC/MPI/TKFC/AKR1B10/FPGT/HKDC1",20
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","68/3484","148/9564",0.459459459459459,1.26127160455519,2.42479041495683,0.0103923848216961,0.0257229950551201,0.0118703611625196,"FZD4/NOTCH4/PIK3R1/AKT3/NOTCH1/FGF2/NCOA1/HEY1/E2F3/GADD45B/CDK4/FGF18/HEY2/FLT4/SHC3/NRAS/TCF7L1/ERBB2/RPS6KB1/FRAT1/BRCA1/TCF7L2/BAK1/JAG1/FGFR1/JUN/APC/FGF7/EGF/BRCA2/SHC1/FZD5/LEF1/WNT2/FOS/PIK3R3/WNT3/PTEN/FGF9/TNFSF11/CSNK1A1/GADD45A/E2F1/AXIN1/MAP2K2/KIT/CDKN1A/MAPK3/FZD3/TP53/JAG2/DVL2/LRP6/RPS6KB2/WNT5B/WNT11/BAX/DDB2/PIK3CD/DVL3/WNT5A/KRAS/EGFR/SP1/MAPK1/WNT7B/PIK3R2/CCND1",68
"hsa00270","Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","28/3484","53/9564",0.528301886792453,1.45025236661395,2.4880849806361,0.0105563475250114,0.0258469264730736,0.0119275516524816,"LDHA/CDO1/SRM/AHCY/GSS/ENOPH1/MDH2/GOT2/GOT1/PSAT1/PHGDH/DNMT3B/GCLC/CISD1/AHCYL2/LDHC/SMS/DNMT1/GCLM/DNMT3A/LDHB/APIP/MDH1/CBS/LOC102724560/CTH/MAT2A/KYAT1",28
"hsa04962","Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","24/3484","44/9564",0.545454545454545,1.49733848241311,2.50290456426936,0.0105905744574485,0.0258469264730736,0.0119275516524816,"AQP4/ADCY9/NSF/VAMP2/DCTN5/ADCY3/DYNC2LI1/RAB5B/DYNC2H1/DCTN1/PRKACA/AVPR2/GNAS/CREB3L2/CREB3L1/RAB11A/RAB5A/CREB1/CREB3/PRKACB/RAB11B/DYNC1LI1/DCTN6/AQP2",24
"hsa04370","Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","31/3484","60/9564",0.516666666666667,1.4183122847302,2.46040947969936,0.0110414174710061,0.0267601020651467,0.0123489537504673,"PIK3R1/AKT3/PLA2G4C/JMJD7-PLA2G4B/PPP3CB/MAPK13/PPP3CC/PRKCB/NRAS/PLA2G4A/RAC3/PXN/PRKCA/VEGFA/PIK3R3/PLA2G4B/PLCG2/MAPKAPK2/MAPK14/HSPB1/MAP2K2/MAPK11/MAPK3/KDR/PIK3CD/KRAS/MAPK12/PPP3R1/MAPK1/SRC/PIK3R2",31
"hsa00030","Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","18/3484","31/9564",0.580645161290323,1.59394096514944,2.50722720885415,0.0114096396062415,0.0274618222246779,0.0126727757513971,"RGN/PFKP/ALDOA/GPI/RPE/FBP1/PRPS2/PRPS1/RPEL1/TKT/ALDOB/ALDOC/PGM1/H6PD/G6PD/PGD/RPIA/RBKS",18
"hsa04912","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","45/3484","93/9564",0.483870967741935,1.32828413762453,2.4081182883135,0.0116384064176654,0.0278205742449672,0.012838328636646,"GNAQ/CALM1/CALM2/HBEGF/GNA11/ADCY9/PLA2G4C/PLCB4/JMJD7-PLA2G4B/ITPR1/MAPK13/PRKCB/NRAS/ADCY3/MAP3K3/MMP14/MAP3K4/JUN/EGR1/PLA2G4A/CACNA1D/PRKCA/PRKACA/MAP2K3/MAPK10/PLA2G4B/CAMK2G/PLCB2/ELK1/PTK2B/GNAS/MAPK14/MAP2K2/MAPK11/MAPK3/PRKCD/PRKACB/KRAS/EGFR/ADCY7/MAPK12/MAP2K6/MAPK7/MAPK1/SRC",45
"hsa04022","Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","75/3484","166/9564",0.451807228915663,1.24026530922773,2.36380558647336,0.0119656437567955,0.0284082290552491,0.0131095130310756,"EDNRB/NPR1/AGTR1/KCNJ8/ADRB2/PDE2A/GNAQ/CALM1/CALM2/ATP2A2/AKT3/MEF2A/ATP1A2/MYLK/MYL9/GNA11/PDE3B/ADCY9/NFATC1/PLCB4/ITPR1/PPP3CB/NPR2/PPIF/PPP3CC/EDNRA/ADCY3/GNAI2/NFATC3/GUCY1B1/TRPC6/GUCY1A1/VDAC1/ROCK2/ATP2B4/PRKG1/MEF2C/SRF/ATP1B1/CACNA1D/PPP1CB/ATP1B3/PLN/RGS2/GNAI3/PDE5A/RHOA/PPP1R12A/PLCB2/SLC25A4/ATF2/IRS2/GTF2I/PPP1CA/ROCK1/KCNMA1/CREB3L2/ADORA1/CREB3L1/ATP1B2/MAP2K2/KCNMB3/IRS1/MAPK3/ATP2B1/CREB1/ATF6B/CREB3/KCNMB1/BDKRB2/ADRB1/ADCY7/PPP3R1/VDAC3/MAPK1",75
"hsa04660","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","57/3484","122/9564",0.467213114754098,1.28255632305057,2.37759188125998,0.0120530273732368,0.0284223415760786,0.0131160255199518,"PIK3R1/AKT3/FYN/PRKCQ/NFATC1/PAK1/NFKBIA/PPP2R5A/PAK6/PPP3CB/MAP3K8/MAPK13/CDK4/PPP3CC/NRAS/NFATC3/CD4/PPP2CB/JUN/MAP3K14/NFKBIE/PTPN6/MAP3K7/FOS/RHOA/ZAP70/PIK3R3/MAPK10/PAK2/LAT/PPP2R5C/PTPRC/PPP2R1B/BCL10/MAPK14/DLG1/CD247/PPP2R5B/MAP2K2/PPP2R5D/CTLA4/MAPK11/PPP2R3B/MAPK3/LCP2/MALT1/PPP2R3A/PPP2R5E/ITK/PIK3CD/KRAS/MAPK12/NFKB1/PPP3R1/PPP2R1A/MAPK1/PIK3R2",57
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","87/3484","196/9564",0.443877551020408,1.21849738747393,2.33956547924986,0.0124668775418439,0.0292009413563994,0.013475325071721,"GNG11/PIK3R1/CALM1/CALM2/HLA-E/AKT3/FGF2/RCAN1/PDGFB/NFATC1/CYCS/NFKBIA/E2F3/ITPR1/ZFP36/FADD/CXCL3/PPP3CB/IL6ST/MAPK13/CDK4/PPP3CC/NRAS/TCF7L1/MICA/NFATC3/HCK/CASP3/IFNGR1/HIF1A/JAK2/CXCL2/TCF7L2/BAK1/JUN/TRAF3/IFNAR2/STAT1/FAS/JAK1/LEF1/CASP8/IRF7/C3/FOS/IL6/VEGFA/GNB5/PIK3R3/MAPK10/BID/UBB/MAP1LC3C/ICAM1/PLCG2/MAPKAPK2/GNB1/BECN1/E2F1/MAPK14/IKBKE/TRADD/MAP2K2/MAPK11/LYN/MAP1LC3B/CDKN1A/MAPK3/CCR1/TP53/IRF3/CREB1/HLA-C/BAX/MICB/TLR3/PIK3CD/KRAS/STAT3/MAPK12/NFKB1/MAP2K6/PPP3R1/MAPK1/SRC/PIK3R2/CCND1",87
"hsa04261","Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","70/3484","154/9564",0.454545454545455,1.24778206867759,2.34649581822247,0.0126236567551964,0.029371041383757,0.0135538209371582,"AGTR1/TNNC1/ADRB2/GNAQ/CACNA2D2/CALM1/CALM2/ATP2A2/AKT3/RAPGEF3/ATP1A2/AGTR2/ADCY9/PLCB4/RYR2/PPP2R5A/SCN7A/RAPGEF4/MAPK13/ADCY3/GNAI2/PPP2CB/ATP2B4/RPS6KA5/KCNQ1/ATP1B1/CACNA1D/PPP1CB/ATP1B3/CACNB3/PLN/PRKCA/GNAI3/PRKACA/SLC9A1/CAMK2G/PLCB2/ATF2/TNNI3/PPP2R5C/TPM2/PPP2R1B/PPP1CA/GNAS/MAPK14/AGT/CREB3L2/CREB3L1/PPP2R5B/CREM/ATP1B2/PPP2R5D/MAPK11/PPP2R3B/MAPK3/CACNB2/ATP2B1/CREB1/PPP2R3A/ATF6B/CREB3/PPP2R5E/PRKACB/POPDC2/BCL2/ADRB1/ADCY7/MAPK12/PPP2R1A/MAPK1",70
"hsa04310","Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","78/3484","174/9564",0.448275862068966,1.23057128152342,2.32343968430663,0.0131716304366855,0.0304430398834652,0.014048514861017,"FZD4/WIF1/SOX17/ROR1/CCND2/DKK2/LGR4/NFATC1/DAAM2/PLCB4/TLE4/SIAH1/CSNK2A1/CACYBP/PPP3CB/CCND3/PPP3CC/CCN4/PRKCB/RUVBL1/TCF7L1/NFATC3/RNF43/FRAT1/TCF7L2/ROCK2/CTNNBIP1/JUN/APC/PRICKLE4/RAC3/MMP7/CSNK2B/PRKCA/VANGL1/FZD5/PRKACA/LEF1/MAP3K7/PORCN/WNT2/TBL1X/RHOA/SFRP4/PPARD/MAPK10/PRICKLE3/CAMK2G/PLCB2/TLE3/WNT3/CSNK1A1/AXIN1/DKK1/SENP2/SFRP5/TBL1XR1/FZD3/TP53/DVL2/LRP6/DAAM1/WNT5B/SKP1/WNT11/PRKACB/SMAD3/TLE2/DVL3/PSEN1/CSNK2A2/WNT5A/FRZB/CSNK1E/TPTEP2-CSNK1E/PPP3R1/WNT7B/CCND1",78
"hsa05211","Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","35/3484","70/9564",0.5,1.37256027554535,2.36812876923111,0.0135174943943503,0.0310368785765017,0.0143225529247618,"EPAS1/PIK3R1/AKT3/SLC2A1/PDGFB/PAK1/PAK6/GAB1/EGLN3/ELOC/HGF/NRAS/CRK/HIF1A/FH/JUN/TGFA/PRCC/EGLN1/EGLN2/TFE3/VEGFA/PIK3R3/PAK2/ARNT/MET/ARNT2/MAP2K2/ELOB/CDKN1A/MAPK3/PIK3CD/KRAS/MAPK1/PIK3R2",35
"hsa04612","Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","40/3484","82/9564",0.48780487804878,1.339083195654,2.33425114004241,0.0142969891096383,0.0326120862696978,0.0150494622206719,"HLA-E/HSPA5/NFYA/PSME3/PDIA3/HSPA4/CD4/NFYB/HLA-DRB5/HLA-DRB1/HLA-DRB4/CALR/CIITA/CANX/HLA-DRB3/HLA-DPB1/HLA-DMA/HLA-DPA1/HLA-DRA/PSME2/HSP90AB1/KLRD1/HLA-DQB1/HSP90AA1/CD74/HLA-DQA1/HLA-DQA2/IFI30/CTSS/HLA-DMB/HSPA1B/HSPA1A/RFX5/B2M/CREB1/HSPA2/NFYC/HLA-C/TAPBPL/TAPBP",40
"hsa01524","Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","37/3484","75/9564",0.493333333333333,1.35425947187141,2.33145072250417,0.0146175294922993,0.0331267389143667,0.0152869583890759,"TOP2A/GSTM5/PIK3R1/AKT3/BIRC5/CYCS/REV3L/FADD/PMAIP1/CDKN2A/CASP3/ERBB2/GSTA4/MSH6/XPA/BRCA1/BAK1/MSH2/XIAP/FAS/CASP8/PIK3R3/BID/GSTO1/BCL2L1/MDM2/CDKN1A/MAPK3/TP53/BAX/ATP7B/BCL2/PIK3CD/ERCC1/MAPK1/PIK3R2/GSTM2",37
"hsa05226","Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","68/3484","150/9564",0.453333333333333,1.24445464982778,2.28423718151917,0.0147948076061361,0.0333121797067193,0.0153725335398222,"FZD4/TGFBR2/PIK3R1/AKT3/FGFR2/FGF2/CDH1/RXRA/E2F3/GADD45B/CCNE1/RXRG/CCNE2/GAB1/FGF18/HGF/SHC3/NRAS/TCF7L1/ERBB2/RPS6KB1/FRAT1/TCF7L2/BAK1/APC/JUP/ABCB1/FGF7/EGF/SHC1/FZD5/LEF1/WNT2/PIK3R3/WNT3/FGF9/CSNK1A1/GADD45A/E2F1/AXIN1/MET/CTNNA1/MAP2K2/CDKN1A/MAPK3/FZD3/TP53/CDK2/DVL2/LRP6/RPS6KB2/RXRB/WNT5B/WNT11/BAX/SMAD3/DDB2/BCL2/PIK3CD/DVL3/WNT5A/KRAS/EGFR/CDH17/MAPK1/WNT7B/PIK3R2/CCND1",68
"hsa04750","Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","47/3484","99/9564",0.474747474747475,1.30323904950771,2.29576154113268,0.0152460085087473,0.0341080574971333,0.0157398063551844,"TRPV2/GNAQ/PRKCH/PIK3R1/CALM1/CALM2/PRKCQ/PTGER4/ADCY9/PLA2G4C/PLCB4/JMJD7-PLA2G4B/ITPR1/F2RL1/MAPK13/PRKCB/ADCY3/PLA2G4A/PPP1CB/PRKCA/PRKACA/IL1R1/MAP2K3/PIK3R3/MAPK10/PLA2G4B/CAMK2G/PLCB2/PLCG2/PTGER2/PPP1CA/IL1RAP/GNAS/MAPK14/MAPK11/IL1B/PRKCD/PRKACB/BDKRB2/PIK3CD/P2RY2/ADCY7/MAPK12/MAP2K6/CYP2J2/SRC/PIK3R2",47
"hsa05225","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","76/3484","170/9564",0.447058823529412,1.22723036401702,2.2628194778182,0.0153553358555383,0.034133835755305,0.0157517022185543,"FZD4/TGFBR2/GSTM5/PIK3R1/AKT3/SMARCA2/E2F3/GADD45B/GAB1/NQO1/CDK4/SMARCB1/PRKCB/HGF/SHC3/NRAS/ACTL6A/TCF7L1/CDKN2A/GSTA4/SMARCC1/RPS6KB1/FRAT1/TCF7L2/BAK1/APC/TGFA/SMARCE1/PRKCA/SHC1/FZD5/LEF1/SMARCA4/WNT2/PIK3R3/WNT3/PLCG2/PTEN/NFE2L2/ELK1/GSTO1/CSNK1A1/GADD45A/TXNRD3/E2F1/ACTG1/AXIN1/TXNRD1/MET/BCL2L1/MAP2K2/SMARCC2/CDKN1A/MAPK3/FZD3/PHF10/TP53/DVL2/LRP6/RPS6KB2/WNT5B/WNT11/BAX/SMAD3/DDB2/PIK3CD/DVL3/WNT5A/KRAS/ACTB/EGFR/MAPK1/WNT7B/PIK3R2/CCND1/GSTM2",76
"hsa04910","Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","63/3484","138/9564",0.456521739130435,1.25320720810662,2.26796449603165,0.0155663857208504,0.034383978585929,0.0158671353450373,"ACACB/INPP5A/PIK3R1/SORBS1/CALM1/CALM2/AKT3/TSC1/PHKA1/FOXO1/PDE3B/SOCS2/PTPN1/HK3/FBP1/EIF4EBP1/SHC3/NRAS/MKNK2/PTPRF/CRK/PRKCZ/PPP1R3C/EIF4E2/RPS6KB1/EIF4E/RHEB/PPP1CB/SHC1/PRKACA/TRIP10/PIK3R3/RHOQ/MAPK10/MKNK1/GYS1/IRS2/PRKAA1/SOCS3/ELK1/PHKB/PPP1CA/MAP2K2/IRS1/MAPK3/SOCS1/G6PC3/FLOT1/RPS6KB2/PYGL/PHKG2/PRKACB/PRKAG1/PIK3CD/PYGB/KRAS/FASN/PYGM/HKDC1/MAPK1/PRKAR2B/INPPL1/PIK3R2",63
"hsa05321","Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","33/3484","66/9564",0.5,1.37256027554535,2.29898846744059,0.016183724911728,0.035522767259076,0.0163926508539847,"IL18R1/NFATC1/IL18RAP/IFNGR1/TLR4/IFNGR2/JUN/HLA-DRB5/HLA-DRB1/HLA-DRB4/HLA-DRB3/HLA-DPB1/STAT1/HLA-DMA/HLA-DPA1/HLA-DRA/IL6/MAF/HLA-DQB1/IL21R/RORA/HLA-DQA1/HLA-DQA2/HLA-DMB/IL4R/STAT6/GATA3/IL1B/TLR5/RORC/SMAD3/STAT3/NFKB1",33
"hsa04215","Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","18/3484","32/9564",0.5625,1.54413030998852,2.33383555615772,0.0173262673344971,0.0376650371358304,0.017381241688379,"SEPTIN4/BIRC5/CYCS/FADD/PMAIP1/CASP3/BAK1/DIABLO/XIAP/BCL2L11/CASP8/MAPK10/BID/BECN1/BCL2L1/BAX/BCL2/CASP7",18
"hsa04211","Organismal Systems","Aging","hsa04211","Longevity regulating pathway","43/3484","90/9564",0.477777777777778,1.31155759663222,2.24790146812022,0.0173755615440364,0.0376650371358304,0.017381241688379,"CAT/SESN1/KL/PIK3R1/AKT3/TSC1/FOXO1/ADCY9/FOXO3/ADIPOR2/PPARG/EIF4EBP1/NRAS/ADCY3/EIF4E2/RPS6KB1/EIF4E/RHEB/CAMKK2/PRKACA/PIK3R3/ATF2/IRS2/PRKAA1/EHMT2/CREB3L2/CREB3L1/IRS1/TP53/CREB1/ATF6B/RPS6KB2/CREB3/ATG5/BAX/PRKACB/PRKAG1/PIK3CD/KRAS/ADCY7/NFKB1/ATG101/PIK3R2",43
"hsa04917","Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","35/3484","71/9564",0.492957746478873,1.35322844067851,2.26134830299653,0.0174910239824522,0.0376812800609619,0.0173887372924964,"PIK3R1/AKT3/CCND2/STAT5B/SOCS2/FOXO3/STAT5A/MAPK13/SHC3/NRAS/JAK2/GALT/STAT1/SHC1/FOS/IRF1/PIK3R3/MAPK10/SOCS3/TNFSF11/MAPK14/MAP2K2/MAPK11/MAPK3/SOCS1/PIK3CD/ELF5/KRAS/STAT3/MAPK12/NFKB1/MAPK1/SRC/PIK3R2/CCND1",35
"hsa04922","Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","50/3484","107/9564",0.467289719626168,1.28276661265921,2.22652555990204,0.0178227936807043,0.0381604600893607,0.017609863953166,"ACACB/LDHA/GNAQ/CALM1/CALM2/AKT3/SIK2/PHKA1/PFKP/FOXO1/PDE3B/SLC2A1/PKM/CPT1A/PLCB4/ITPR1/PPP3CB/PPP4C/PPP3CC/FBP1/LDHC/PGAM1/PRKACA/SIK1/LOC102724428/CAMK2G/PLCB2/ATF2/GYS1/PRKAA1/PHKB/PRMT1/GNAS/CPT1B/CREB3L2/PPARA/CREB3L1/LDHB/PDHA1/CREB1/G6PC3/PPP4R3A/CREB3/PYGL/PHKG2/PRKACB/PRKAG1/PYGB/PPP3R1/PYGM",50
"hsa03083","Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","40/3484","83/9564",0.481927710843373,1.32294966317624,2.23682068512545,0.0180719530779691,0.038457997708605,0.0177471682986475,"CBX7/EZH1/CBX3/FOXK2/RBBP4/EZH2/AURKB/YY1/E2F6/PCGF3/CBX6/CBX4/CSNK2B/HDAC1/UBE2D1/SCML1/RYBP/PCGF1/PHC1/HDAC2/USP7/RNF2/TFDP1/WDR5B/EED/MTF2/SUZ12/CBX8/PHF1/UBE2D3/PCGF2/SFMBT1/YY2/SKP1/KDM2A/L3MBTL1/HCFC1/USP16/MAX/OGT",40
"hsa04550","Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","65/3484","144/9564",0.451388888888889,1.23911691542289,2.18851967742077,0.0187588110534226,0.0396777276220878,0.0183100356693694,"FZD4/FGFR4/TBX3/KLF4/ID4/MEIS1/PIK3R1/AKT3/FGFR2/FGF2/TCF3/ID3/ID2/KAT6A/IL6ST/MAPK13/ID1/NRAS/JAK2/PCGF3/LEFTY2/FGFR1/APC/LIFR/FZD5/JAK1/PCGF1/BMPR2/WNT2/PIK3R3/NANOG/ACVR2B/WNT3/ACVR1B/SETDB1/FGFR3/RIF1/AXIN1/SMAD5/MAPK14/INHBC/INHBB/SOX2/MAP2K2/MAPK11/MAPK3/FZD3/PCGF2/DVL2/ACVR1/WNT5B/WNT11/SMAD3/PIK3CD/HOXA1/DVL3/BMPR1A/WNT5A/KRAS/STAT3/MAPK12/NEUROG1/MAPK1/WNT7B/PIK3R2",65
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","42/3484","88/9564",0.477272727272727,1.31017117211147,2.21265958141137,0.0189655206094894,0.0398732933295891,0.0184002831531508,"VWF/CFD/THBD/CPB2/A2M/VSIG4/CLU/SERPING1/C7/F8/C5AR1/PLAU/PROS1/C4BPA/C2/F12/CD46/C8B/SERPINE2/CD59/CFB/F10/C1QA/CD55/C1QB/F5/ITGAX/TFPI/C3/PLAUR/CR2/F11/KLKB1/FGB/F3/C6/ITGAM/C4BPB/C3AR1/BDKRB2/CFH/SERPINA5",42
"hsa04924","Organismal Systems","Endocrine system","hsa04924","Renin secretion","34/3484","69/9564",0.492753623188406,1.3526680976389,2.225499993812,0.0191410506541426,0.0400013573550645,0.018459380712788,"NPR1/AGTR1/ADRB2/GNAQ/CALM1/CALM2/PTGER4/PDE3B/AQP1/ACE/PLCB4/ITPR1/EDN1/PPP3CB/PPP3CC/EDNRA/GNAI2/GUCY1B1/GUCY1A1/CACNA1D/GNAI3/PRKACA/PLCB2/EDN2/PTGER2/GNAS/KCNMA1/AGT/ADORA1/CREB1/PRKACB/PDE1C/ADRB1/PPP3R1",34
"hsa04213","Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","31/3484","62/9564",0.5,1.37256027554535,2.22776429576473,0.0193993999620568,0.0402999439687966,0.0185971691365582,"CAT/CRYAB/PIK3R1/AKT3/FOXO1/ADCY9/FOXO3/NRAS/ADCY3/RPS6KB1/EIF4EBP2/HDAC1/PRKACA/CLPB/HDAC2/PIK3R3/IRS2/PRKAA1/FOXA2/HSPA1B/HSPA1A/IRS1/RPS6KB2/ATG5/SOD1/PRKACB/PRKAG1/PIK3CD/KRAS/ADCY7/PIK3R2",31
"hsa04722","Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","55/3484","120/9564",0.458333333333333,1.25818025258324,2.1543686297345,0.0208166463503153,0.0429882223447339,0.019837725889743,"PIK3R1/CALM1/CALM2/IRAK1/AKT3/SH2B3/NTRK3/RPS6KA2/FOXO3/NFKBIA/NTRK2/GAB1/MAPK13/MAGED1/BDNF/IRAK3/SHC3/NRAS/MAP3K3/CRK/JUN/RPS6KA5/MAP2K5/SHC1/RIPK2/NFKBIE/RHOA/PIK3R3/KIDINS220/MAPK10/CAMK2G/RPS6KA1/PLCG2/BEX3/MAPKAPK2/MAPK14/MAP2K2/MAPK11/IRS1/MAPK3/PRKCD/TRAF6/TP53/RPS6KA3/FRS2/BAX/BCL2/PIK3CD/PSEN1/KRAS/MAPK12/NFKB1/MAPK7/MAPK1/PIK3R2",55
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","48/3484","103/9564",0.466019417475728,1.27927948011994,2.15711589947454,0.0211180146747104,0.0433540418910232,0.0200065402181467,"TGFBR2/GNAQ/PIK3R1/IRAK1/AKT3/GNA11/ACE/PLCB4/NFKBIA/FADD/CFLAR/MAPK13/GNAI2/IFNGR1/TLR4/IFNGR2/PPP2CB/JUN/C1QA/CALR/C1QB/FAS/GNAI3/CASP8/C3/FOS/IL6/PIK3R3/MAPK10/PLCB2/PPP2R1B/GNAS/MYD88/MAPK14/CD247/MAPK11/IL1B/MAPK3/TRAF6/BDKRB2/PIK3CD/MAPK12/NFKB1/CCL5/PPP2R1A/MAPK1/GNA14/PIK3R2",48
"hsa04920","Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","34/3484","70/9564",0.485714285714286,1.33334426767263,2.11885754373115,0.024452187121724,0.049905340967729,0.0230297607240614,"CD36/ACACB/LEPR/AKT3/PRKCQ/SLC2A1/RXRA/CPT1A/NFKBIA/ADIPOR2/RXRG/TNFRSF1B/JAK2/ACSL3/CAMKK2/AGRP/NFKBIE/MAPK10/IRS2/PRKAA1/ACSL4/SOCS3/ACSL1/CPT1B/PPARA/TRADD/IRS1/G6PC3/RXRB/ACSBG1/ACSL6/PRKAG1/STAT3/NFKB1",34
